,試合ID,表チーム,裏チーム,表得点,裏得点
3736,1996542.csv,カブス,ドジャース,9,4
3737,1996543.csv,ジャイアンツ,パイレーツ,2,11
3738,1996544.csv,カブス,ドジャース,5,7
3739,1996545.csv,ヤンキース,メッツ,4,3
3740,1996546.csv,カブス,ドジャース,11,5
3741,1996547.csv,ヤンキース,メッツ,0,2
3742,1996548.csv,ジャイアンツ,パイレーツ,5,6
3743,1996549.csv,ロッキーズ,ドジャース,3,1
3744,1996550.csv,ジャイアンツ,パイレーツ,5,0
3745,1996551.csv,ブリュワーズ,ツインズ,8,3
3746,1996552.csv,ドジャース,メッツ,5,2
3747,1996553.csv,ロッキーズ,ドジャース,3,1
3748,1996554.csv,Wソックス,パイレーツ,0,7
3749,1996555.csv,ブリュワーズ,ツインズ,5,4
3750,1996556.csv,Wソックス,パイレーツ,2,3
3751,1996557.csv,ブリュワーズ,ツインズ,1,3
3752,1996558.csv,ドジャース,メッツ,8,3
3753,1996559.csv,パドレス,パイレーツ,4,5
3754,1996560.csv,タイガース,ツインズ,2,4
3755,1996561.csv,パドレス,パイレーツ,3,2
3756,1996562.csv,タイガース,ツインズ,0,6
3757,1996563.csv,パドレス,パイレーツ,6,2
3758,1996564.csv,ドジャース,メッツ,8,7
3759,1996565.csv,タイガース,ツインズ,4,1
3760,1996566.csv,パドレス,パイレーツ,8,5
3761,1996567.csv,インディアンス,ツインズ,9,8
3762,1996568.csv,パイレーツ,メッツ,6,4
3763,1996569.csv,アスレチックス,ヤンキース,10,5
3764,1996570.csv,カージナルス,パイレーツ,1,8
3765,1996571.csv,インディアンス,ツインズ,4,7
3766,1996572.csv,パイレーツ,メッツ,3,4
3767,1996573.csv,アスレチックス,ヤンキース,6,7
3768,1996574.csv,カージナルス,パイレーツ,4,1
3769,1996575.csv,アスレチックス,ヤンキース,2,6
3770,1996576.csv,カージナルス,パイレーツ,6,4
3771,1996577.csv,パイレーツ,メッツ,5,3
3772,1996578.csv,エンゼルス,ヤンキース,1,2
3773,1996579.csv,ロッキーズ,ドジャース,4,6
3774,1996580.csv,カブス,パイレーツ,7,0
3775,1996581.csv,インディアンス,ツインズ,1,7
3776,1996582.csv,エンゼルス,ヤンキース,11,4
3777,1996583.csv,パイレーツ,ドジャース,1,17
3778,1996584.csv,カブス,パイレーツ,8,6
3779,1996585.csv,エンゼルス,ヤンキース,1,3
3780,1996586.csv,インディアンス,ツインズ,5,7
3781,1996587.csv,レイズ,メッツ,1,5
3782,1996588.csv,アストロズ,ヤンキース,5,1
3783,1996589.csv,Wソックス,ツインズ,2,4
3784,1996590.csv,カブス,パイレーツ,1,2
3785,1996591.csv,パイレーツ,ドジャース,3,8
3786,1996592.csv,レイズ,メッツ,3,0
3787,1996593.csv,アストロズ,ヤンキース,5,6
3788,1996594.csv,Wソックス,ツインズ,5,2
3789,1996595.csv,Wソックス,ツインズ,2,7
3790,1996596.csv,アストロズ,ヤンキース,3,5
3791,1996597.csv,パイレーツ,ドジャース,4,6
3792,1996598.csv,レイズ,メッツ,9,0
3793,1996599.csv,エンゼルス,ツインズ,4,2
3794,1996600.csv,フィリーズ,メッツ,3,4
3795,1996601.csv,エンゼルス,ツインズ,2,1
3796,1996602.csv,ドジャース,パイレーツ,5,0
3797,1996603.csv,エンゼルス,ツインズ,5,7
3798,1996605.csv,エンゼルス,ドジャース,2,3
3799,1996606.csv,Rソックス,ツインズ,2,6
3800,1996607.csv,ドジャース,パイレーツ,9,11
3801,1996608.csv,Rソックス,ツインズ,1,4
3802,1996609.csv,エンゼルス,ドジャース,5,4
3803,1996610.csv,ドジャース,パイレーツ,8,7
3804,1996611.csv,Rソックス,ツインズ,9,2
3805,1996612.csv,レッズ,パイレーツ,2,3
3806,1996613.csv,レンジャーズ,ツインズ,8,1
3807,1996614.csv,フィリーズ,メッツ,0,3
3808,1996615.csv,エンゼルス,ドジャース,3,5
3809,1996616.csv,レンジャーズ,ツインズ,9,6
3810,1996617.csv,ナショナルズ,ヤンキース,0,3
3811,1996618.csv,ナショナルズ,メッツ,5,4
3812,1996619.csv,レッズ,パイレーツ,2,6
3813,1996620.csv,ナショナルズ,ヤンキース,5,4
3814,1996621.csv,レンジャーズ,ツインズ,0,2
3815,1996622.csv,ブリュワーズ,ドジャース,5,2
3816,1996623.csv,ナショナルズ,メッツ,2,4
3817,1996624.csv,レイズ,ヤンキース,3,4
3818,1996625.csv,ブリュワーズ,ドジャース,1,0
3819,1996626.csv,レッズ,パイレーツ,8,6
3820,1996627.csv,レイズ,ヤンキース,0,5
3821,1996628.csv,レイズ,ヤンキース,1,4
3822,1996629.csv,レイズ,ヤンキース,3,1
3823,1996630.csv,ナショナルズ,メッツ,4,7
3824,1996631.csv,ブリュワーズ,ドジャース,4,6
3825,1996632.csv,マリナーズ,ヤンキース,2,7
3826,1996633.csv,マリナーズ,ヤンキース,5,7
3827,1996634.csv,ブリュワーズ,ドジャース,5,21
3828,1996635.csv,ブリュワーズ,パイレーツ,0,1
3829,1996636.csv,マリナーズ,ヤンキース,3,4
3830,1996637.csv,ブリュワーズ,パイレーツ,3,2
3831,1996638.csv,ナショナルズ,メッツ,6,1
3832,1996639.csv,アストロズ,ドジャース,2,1
3833,1996640.csv,Rソックス,ヤンキース,1,8
3834,1996641.csv,Rソックス,ヤンキース,11,0
3835,1996643.csv,アストロズ,ドジャース,14,0
3836,1996644.csv,パドレス,メッツ,3,2
3837,1996645.csv,Dバックス,パイレーツ,9,3
3838,1996646.csv,アストロズ,ドジャース,2,3
3839,1996647.csv,Rソックス,ヤンキース,1,11
3840,1996648.csv,パドレス,メッツ,3,6
3841,1996649.csv,ブレーブス,ヤンキース,5,3
3842,1996650.csv,ジャイアンツ,ドジャース,5,2
3843,1996651.csv,ブレーブス,ヤンキース,5,8
3844,1996652.csv,パドレス,メッツ,4,6
3845,1996653.csv,ブレーブス,ヤンキース,2,6
3846,1996654.csv,Dバックス,パイレーツ,2,1
3847,1996655.csv,ジャイアンツ,ドジャース,2,1
3848,1996656.csv,Dバックス,パイレーツ,7,2
3849,1996657.csv,オリオールズ,ツインズ,2,5
3850,1996658.csv,メッツ,ヤンキース,7,5
3851,1996659.csv,Dバックス,パイレーツ,3,0
3852,1996660.csv,ジャイアンツ,ドジャース,3,4
3853,1996661.csv,オリオールズ,ツインズ,2,6
3854,1996662.csv,メッツ,ヤンキース,6,7
3855,1996663.csv,オリオールズ,ツインズ,4,5
3856,1996665.csv,カージナルス,ドジャース,5,3
3857,1996666.csv,ロイヤルズ,ヤンキース,2,7
3858,1996667.csv,カージナルス,ドジャース,5,2
3859,1996669.csv,フィリーズ,パイレーツ,17,5
3860,1996670.csv,オリオールズ,ツインズ,1,10
3861,1996671.csv,ロイヤルズ,ヤンキース,10,5
3862,1996672.csv,カージナルス,ドジャース,3,1
3863,1996673.csv,フィリーズ,パイレーツ,3,2
3864,1996674.csv,ロイヤルズ,ツインズ,1,3
3865,1996675.csv,ロイヤルズ,ヤンキース,3,6
3866,1996676.csv,フィリーズ,パイレーツ,1,4
3867,1996678.csv,パドレス,ドジャース,1,11
3868,1996679.csv,オリオールズ,ヤンキース,3,6
3869,1996680.csv,ナショナルズ,パイレーツ,3,6
3870,1996681.csv,ロイヤルズ,ツインズ,5,8
3871,1996683.csv,パドレス,ドジャース,4,5
3872,1996684.csv,オリオールズ,ヤンキース,7,5
3873,1996685.csv,レイズ,ツインズ,1,5
3874,1996686.csv,ナショナルズ,パイレーツ,0,2
3875,1996687.csv,レンジャーズ,ヤンキース,3,7
3876,1996688.csv,レイズ,ツインズ,8,11
3877,1996689.csv,パドレス,ドジャース,3,7
3878,1996690.csv,ブリュワーズ,パイレーツ,3,6
3879,1996691.csv,レンジャーズ,ヤンキース,12,7
3880,1996692.csv,レイズ,ツインズ,19,6
3881,1996693.csv,ブリュワーズ,パイレーツ,3,7
3882,1996694.csv,Dバックス,ドジャース,3,1
3883,1996695.csv,レンジャーズ,ヤンキース,3,5
3884,1996696.csv,レイズ,ツインズ,7,11
3885,1996697.csv,ブリュワーズ,パイレーツ,1,2
3886,1996698.csv,Dバックス,ドジャース,2,3
3887,1996699.csv,レンジャーズ,ヤンキース,2,7
3888,1996700.csv,ブレーブス,メッツ,4,2
3889,1996701.csv,ブリュワーズ,パイレーツ,6,7
3890,1996702.csv,インディアンス,ツインズ,4,5
3891,1996703.csv,レイズ,ヤンキース,1,4
3892,1996704.csv,ブレーブス,メッツ,2,1
3893,1996705.csv,インディアンス,ツインズ,6,2
3894,1996706.csv,メッツ,パイレーツ,12,6
3895,1996707.csv,レイズ,ヤンキース,6,1
3896,1996708.csv,Dバックス,ドジャース,2,3
3897,1996709.csv,レイズ,ヤンキース,3,1
3898,1996710.csv,ブレーブス,メッツ,0,3
3899,1996712.csv,Dバックス,ドジャース,2,3
3900,1996713.csv,ブルージェイズ,ヤンキース,5,7
3901,1996714.csv,インディアンス,ツインズ,2,0
3902,1996716.csv,ブレーブス,メッツ,5,4
3903,1996717.csv,ブルージェイズ,ヤンキース,6,11
3904,1996718.csv,ロイヤルズ,ツインズ,4,6
3905,1996719.csv,メッツ,ドジャース,4,2
3906,1996720.csv,ブルージェイズ,ヤンキース,2,10
3907,1996721.csv,レッズ,メッツ,4,6
3908,1996723.csv,ロイヤルズ,ツインズ,2,8
3909,1996724.csv,Wソックス,ヤンキース,6,2
3910,1996725.csv,メッツ,ドジャース,4,11
3911,1996726.csv,ロイヤルズ,ツインズ,5,6
3912,1996727.csv,カブス,パイレーツ,4,5
3913,1996728.csv,Wソックス,ヤンキース,4,5
3914,1996729.csv,レッズ,メッツ,6,1
3915,1996730.csv,メッツ,ドジャース,7,3
3916,1996731.csv,Wソックス,ヤンキース,4,1
3917,1996732.csv,パイレーツ,ツインズ,2,5
3918,1996733.csv,レッズ,メッツ,0,8
3919,1996734.csv,タイガース,ヤンキース,8,7
3920,1996735.csv,パイレーツ,ツインズ,4,6
3921,1996736.csv,タイガース,ヤンキース,5,7
3922,1996737.csv,ジャイアンツ,メッツ,2,1
3923,1996738.csv,タイガース,ツインズ,8,15
3924,1996739.csv,タイガース,ヤンキース,1,2
3925,1996740.csv,タイガース,ツインズ,4,5
3926,1996741.csv,ロッキーズ,ドジャース,2,8
3927,1996742.csv,ジャイアンツ,メッツ,3,6
3928,1996743.csv,タイガース,ヤンキース,11,7
3929,1996744.csv,カブス,パイレーツ,9,2
3930,1996745.csv,タイガース,ツインズ,7,5
3931,1996746.csv,ジャイアンツ,メッツ,3,5
3932,1996747.csv,カージナルス,パイレーツ,6,7
3933,1996748.csv,ロッキーズ,ドジャース,2,3
3934,1996749.csv,タイガース,ツインズ,4,5
3935,1996750.csv,ブルージェイズ,ヤンキース,0,11
3936,1996751.csv,カージナルス,パイレーツ,8,4
3937,1996752.csv,ジャイアンツ,メッツ,3,1
3938,1996753.csv,ブルージェイズ,ヤンキース,8,7
3939,1996754.csv,ロッキーズ,ドジャース,2,5
3940,1996755.csv,カージナルス,パイレーツ,2,1
3941,1996756.csv,アスレチックス,ツインズ,4,6
3942,1996757.csv,ブルージェイズ,ヤンキース,3,2
3943,1996758.csv,カブス,パイレーツ,1,0
3944,1996759.csv,アスレチックス,ツインズ,7,1
3945,1996760.csv,パドレス,ドジャース,5,3
3946,1996761.csv,Rソックス,ヤンキース,2,3
3947,1996762.csv,ナショナルズ,メッツ,0,3
3948,1996763.csv,カブス,パイレーツ,1,0
3949,1996764.csv,アスレチックス,ツインズ,6,2
3950,1996765.csv,Rソックス,ヤンキース,1,10
3951,1996766.csv,パドレス,ドジャース,2,7
3952,1996767.csv,アスレチックス,ツインズ,6,2
3953,1996768.csv,カブス,パイレーツ,1,3
3954,1996769.csv,ナショナルズ,メッツ,0,3
3955,1996770.csv,Rソックス,ヤンキース,11,6
3956,1996771.csv,パドレス,ドジャース,0,14
3957,1996772.csv,オリオールズ,ヤンキース,8,10
3958,1996773.csv,カブス,パイレーツ,1,2
3959,1996774.csv,オリオールズ,ヤンキース,2,3
3960,1996775.csv,ロイヤルズ,ツインズ,6,10
3961,1996776.csv,ブレーブス,パイレーツ,1,0
3962,1996777.csv,ナショナルズ,メッツ,15,0
3963,1996778.csv,オリオールズ,ヤンキース,6,3
3964,1996779.csv,ブレーブス,パイレーツ,6,1
3965,1996781.csv,ブレーブス,パイレーツ,2,1
3966,1996782.csv,ロイヤルズ,ツインズ,1,3
3967,1996783.csv,ヤンキース,ツインズ,7,2
3968,1996784.csv,フィリーズ,メッツ,4,3
3969,1996785.csv,ヤンキース,ツインズ,5,10
3970,1996786.csv,ヤンキース,ツインズ,1,3
3971,1996788.csv,タイガース,ツインズ,4,2
3972,1996789.csv,レッズ,パイレーツ,1,5
3973,1996790.csv,フィリーズ,メッツ,4,6
3974,1996791.csv,タイガース,ツインズ,4,11
3975,1996792.csv,レッズ,パイレーツ,3,7
3976,1996793.csv,レッズ,パイレーツ,2,3
3977,1996795.csv,タイガース,ツインズ,3,9
3978,1996796.csv,マーリンズ,パイレーツ,3,5
3979,1996797.csv,マーリンズ,メッツ,5,3
3980,1996798.csv,Wソックス,ツインズ,4,12
3981,1996800.csv,マーリンズ,メッツ,0,13
3982,1996801.csv,Wソックス,ツインズ,3,8
3983,1996803.csv,マーリンズ,メッツ,3,4
3984,1996804.csv,Wソックス,ツインズ,4,5
3985,1996805.csv,ロイヤルズ,パイレーツ,6,7
3986,1996806.csv,ロイヤルズ,パイレーツ,1,2
3987,1996807.csv,ブレーブス,メッツ,7,3
3988,1996808.csv,ロイヤルズ,パイレーツ,1,2
3989,1996809.csv,ブレーブス,メッツ,0,3
3990,1996810.csv,ブリュワーズ,パイレーツ,8,3
3991,1996811.csv,ブリュワーズ,パイレーツ,0,3
3992,1996812.csv,ブレーブス,メッツ,1,4
3993,1996813.csv,ブリュワーズ,パイレーツ,13,6
3994,1996814.csv,マーリンズ,メッツ,8,1
3995,1996815.csv,マーリンズ,メッツ,0,1
3996,1996816.csv,マーリンズ,メッツ,0,1
3997,1996818.csv,マーリンズ,フィリーズ,1,20
3998,1996819.csv,マーリンズ,フィリーズ,6,3
3999,1996820.csv,レッズ,フィリーズ,5,6
4000,1996821.csv,カブス,マーリンズ,8,4
4001,1996822.csv,カブス,マーリンズ,1,2
4002,1996824.csv,カブス,マーリンズ,10,6
4003,1996825.csv,カブス,マーリンズ,0,6
4004,1996826.csv,Rソックス,マーリンズ,7,3
4005,1996827.csv,Rソックス,マーリンズ,4,2
4006,1996828.csv,メッツ,マーリンズ,4,2
4007,1996830.csv,メッツ,マーリンズ,4,1
4008,1996831.csv,パイレーツ,マーリンズ,2,7
4009,1996832.csv,パイレーツ,マーリンズ,1,0
4010,1996833.csv,パイレーツ,マーリンズ,7,3
4011,1996834.csv,ロッキーズ,マーリンズ,1,0
4012,1996838.csv,フィリーズ,マーリンズ,1,2
4013,1996840.csv,ブレーブス,マーリンズ,9,2
4014,1996841.csv,ブレーブス,マーリンズ,3,6
4015,1996842.csv,レッズ,フィリーズ,3,4
4016,1996843.csv,ブレーブス,マーリンズ,10,5
4017,1996844.csv,ブレーブス,マーリンズ,4,3
4018,1996845.csv,パイレーツ,フィリーズ,0,7
4019,1996848.csv,パイレーツ,フィリーズ,2,3
4020,1996851.csv,Dバックス,フィリーズ,8,2
4021,1996852.csv,ドジャース,マーリンズ,2,4
4022,1996853.csv,ブレーブス,フィリーズ,3,7
4023,1996854.csv,ドジャース,マーリンズ,5,6
4024,1996856.csv,ドジャース,マーリンズ,7,0
4025,1996857.csv,エンゼルス,アスレチックス,5,6
4026,1996859.csv,エンゼルス,アスレチックス,2,1
4027,1996860.csv,ナショナルズ,マーリンズ,9,5
4028,1996861.csv,ナショナルズ,マーリンズ,4,1
4029,1996862.csv,エンゼルス,アスレチックス,8,3
4030,1996863.csv,ナショナルズ,マーリンズ,5,2
4031,1996864.csv,エンゼルス,アスレチックス,7,4
4032,1996866.csv,レンジャーズ,アスレチックス,1,3
4033,1996867.csv,パドレス,マーリンズ,0,4
4034,1996868.csv,レンジャーズ,アスレチックス,4,1
4035,1996869.csv,パドレス,マーリンズ,5,4
4036,1996870.csv,レンジャーズ,アスレチックス,2,6
4037,1996872.csv,パドレス,マーリンズ,3,1
4038,1996874.csv,ジャイアンツ,マーリンズ,5,7
4039,1996875.csv,Wソックス,アスレチックス,1,8
4040,1996877.csv,ジャイアンツ,マーリンズ,1,3
4041,1996880.csv,ジャイアンツ,マーリンズ,4,5
4042,1996882.csv,ジャイアンツ,マーリンズ,6,3
4043,1996884.csv,Rソックス,アスレチックス,1,4
4044,1996885.csv,Dバックス,マーリンズ,5,9
4045,1996886.csv,ジャイアンツ,フィリーズ,3,6
4046,1996889.csv,メッツ,フィリーズ,3,1
4047,1996890.csv,Dバックス,マーリンズ,5,3
4048,1996892.csv,Dバックス,マーリンズ,2,1
4049,1996895.csv,Dバックス,マーリンズ,4,0
4050,1996896.csv,アストロズ,アスレチックス,4,1
4051,1996897.csv,メッツ,マーリンズ,2,8
4052,1996899.csv,マリナーズ,アスレチックス,3,2
4053,1996900.csv,メッツ,マーリンズ,2,5
4054,1996901.csv,マリナーズ,アスレチックス,1,0
4055,1996902.csv,メッツ,フィリーズ,2,4
4056,1996903.csv,マリナーズ,アスレチックス,3,4
4057,1996904.csv,Dバックス,アスレチックス,7,1
4058,1996905.csv,ブレーブス,フィリーズ,0,3
4059,1996906.csv,Dバックス,アスレチックス,0,3
4060,1996907.csv,Dバックス,アスレチックス,1,2
4061,1996908.csv,ブレーブス,フィリーズ,3,1
4062,1996909.csv,レイズ,アスレチックス,1,0
4063,1996910.csv,レイズ,アスレチックス,4,3
4064,1996911.csv,ブレーブス,フィリーズ,0,4
4065,1996912.csv,レイズ,アスレチックス,6,0
4066,1996913.csv,ブルージェイズ,フィリーズ,6,5
4067,1996914.csv,レイズ,アスレチックス,3,7
4068,1996915.csv,ブルージェイズ,フィリーズ,1,2
4069,1996916.csv,ロイヤルズ,アスレチックス,1,4
4070,1996917.csv,ロイヤルズ,アスレチックス,2,7
4071,1996918.csv,ロイヤルズ,アスレチックス,2,0
4072,1996919.csv,ロイヤルズ,アスレチックス,2,3
4073,1996920.csv,ブルージェイズ,フィリーズ,5,3
4074,1996921.csv,アストロズ,アスレチックス,6,3
4075,1996922.csv,アストロズ,アスレチックス,13,5
4076,1996923.csv,アストロズ,アスレチックス,7,3
4077,1996924.csv,エンゼルス,アスレチックス,8,4
4078,1996925.csv,ブリュワーズ,フィリーズ,12,4
4079,1996926.csv,エンゼルス,アスレチックス,4,6
4080,1996927.csv,エンゼルス,アスレチックス,5,6
